JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459477.33868,9.72,0.014,,V,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.33904,9.757,0.009,,V,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.33939,9.727,0.016,,V,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.33974,9.707,0.019,,V,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.340,9.6,,,Vis.,PVDA,B,96,98,X26920Z,,,,Z,,,,RS Oph,AAVSO,STD,,,,
2459477.34009,9.725,0.006,,V,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34028,9.7,,,Vis.,GKI,B,9.6,9.8,X23198BLY,,,,Z,,,,RS Oph,,STD,,,,
2459477.34044,9.73,0.012,,V,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.343,9.4,,,Vis.,TOO,,,,24.02,SCT200,,,Z,,,,RS OPH,BAA-VSS,STD,,,,BAAVSS
2459477.34641,10.428,0.045,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34676,10.437,0.042,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.347,9.812,,,TG,PYG,,96,,AAVSO X26796PE,Y  SLOOH,0,,Z,9.60,,,RS OPH,BAA-VSS,STD,,,,
2459477.34711,10.429,0.035,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34747,10.363,0.03,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34782,10.391,0.03,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34817,10.401,0.036,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34852,10.326,0.042,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34887,10.412,0.044,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34922,10.405,0.043,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.34957,10.419,0.038,,B,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35198,7.898,0.019,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35233,7.95,0.005,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35268,7.972,0.015,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35303,7.949,0.015,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35339,7.944,0.027,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35374,7.922,0.027,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35409,7.884,0.023,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35444,7.941,0.014,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35479,7.879,0.066,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.35514,7.938,0.003,,R,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.361,9.8,,,Vis.,PYG,U,96-2,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459477.36291,8.119,0.066,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36326,8.048,0.07,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36361,8.025,0.079,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36396,8.053,0.105,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36431,8.064,0.032,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36466,8.075,0.081,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36501,8.119,0.011,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36536,8.128,0.048,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36571,8.102,0.009,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.36606,8.106,0.016,,I,SJOK,,,,AAVSO X26797Y,achromat 80mm f/5,,,Z,,,,RS OPH,AAVSO,STD,,,,BAAVSS
2459477.439745,9.884,,,V,CCT,,,,X26895HS,,0,,Z,12.1,,,RS OPH,REA,STD,,,,
2459477.489363,9.748,0.013,,V,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.764,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.489606,10.279,0.062,,B,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.766,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.489873,7.905,0.009,,R,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.767,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.490127,8.001,0.012,,I,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.768,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.490394,9.723,0.013,,V,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.770,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.490637,10.369,0.053,,B,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.771,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.490903,7.908,0.008,,R,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.773,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.491146,8.025,0.012,,I,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.774,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.491424,9.716,0.013,,V,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.776,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.491667,10.375,0.044,,B,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.777,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.4944,9.822,0.048,,V,SHS,B,ensemble,000-BBZ-479,13622CWC,,1,1.806,Z,,9.565,,1744-06,AAVSO,STD,,,,
2459477.49792,10.3,0.2,,B,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,12.242,12.967,,RS Oph,AAVSO,STD,,,,
2459477.49792,9.762,0.2,,V,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.517,12.126,,RS Oph,AAVSO,STD,,,,
2459477.49792,8.023,0.4,,R,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.078,11.59,,RS Oph,AAVSO,STD,,,,
2459477.49792,8.126,0.3,,I,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,10.66,11.029,,RS Oph,AAVSO,STD,,,,
2459477.50758,9.220,0.0114,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.537,Z,,11.437,,RS OPH,AAVSO,STD,,,,
2459477.50836,9.231,0.0114,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.539,Z,,11.445,,RS OPH,AAVSO,STD,,,,
2459477.50914,9.190,0.0114,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.541,Z,,11.432,,RS OPH,AAVSO,STD,,,,
2459477.50992,9.196,0.0114,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.544,Z,,11.448,,RS OPH,AAVSO,STD,,,,
2459477.51070,9.175,0.0114,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.546,Z,,11.382,,RS OPH,AAVSO,STD,,,,
2459477.51806,9.4,,,Vis.,SLH,,91,96,x23048iv,,,,Z,,,,rs oph,AAVSO,STD,,,,
2459477.5250,10.0,,,Vis.,MOW,,98,105,X23039XD,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.5264,9.5,,,Vis.,KMA,K,94,"""98,91""",190108KMA,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459477.56436,9.7,,,Vis.,ZUD,W,96,98,X26817PA,,,,Z,,,,RS Oph,AAVSO,STD,,,,
2459477.68080,10.369,0.003,,B,RBCA,,000-BBZ-346,000-BBZ-382,X27010U,|VMAGINS=-9.112|VERR=0.003|CREFMAG=9.761|CREFERR=0.058|KREFMAG=11.175|KREFERR=0.043|VX=2.5287|CX=2.5725|KX=2.5581|TB_BV=0.0120|TB_BVERR=0.0250|TAVER=2.51,1,2.177,Z,-9.720,-8.323,,RS OPH,AAVSO,STD,101,,,
2459477.68356,9.754,0.003,,V,RBCA,,000-BBZ-346,000-BBZ-382,X27010U,|VMAGINS=-9.825|VERR=0.003|CREFMAG=9.116|CREFERR=0.036|KREFMAG=10.498|KREFERR=0.026|VX=2.6112|CX=2.6586|KX=2.6428|TV_BV=-0.0330|TV_BVERR=0.0180|TAVER=2.51,1,2.227,Z,-10.462,-9.006,,RS OPH,AAVSO,STD,101,,,
2459477.68556,8.030,0.013,,I,RBCA,,121,115,X27021B,,0,2.269,Z,-6.643,-7.019,,RS OPH,AAVSO,STD,,,,
2459478.292014,9.770,0.011,,V,DUBF,,000-BBZ-479,000-BBZ-492,X26797C,,0,,Z,14.712,14.947,,RS OPH,VVS,STD,,,,
2459478.292164,9.761,0.011,,V,DUBF,,000-BBZ-479,000-BBZ-492,X26797C,,0,,Z,14.706,14.952,,RS OPH,VVS,STD,,,,
2459478.2951,10.0,,,Vis.,GGU,,98,105,X26796QK,,,,Z,,,,RS OPH,KNVWS,STD,,,,
2459478.315,9.5,,,Vis.,BLQ,,,,24.02,"""H,M,x45; R200""",,,Z,,,,RS OPH,BAA-VSS,STD,,,,BAAVSS
2459478.32706,10.392,0.019,,B,BDG,,ENSEMBLE,129,AAVSO  X20036D,MEAN OF 15 OBS,1,2.223,Z,,13.811,,RS OPH,BAA-VSS,STD,1,,,
2459478.32719,9.784,0.026,,V,BDG,,ENSEMBLE,129,AAVSO  X20036D,MEAN OF 15 OBS,1,2.224,Z,,12.949,,RS OPH,BAA-VSS,STD,1,,,
2459478.3319,9.8,,,Vis.,MUY,Y,96,98,X25294KJ,ACTIVE,,,Z,,,,RS OPH,VVS,STD,,,,
2459478.33264,9.8,,,Vis.,GKI,B,9.6,9.8,X23198BLY,,,,Z,,,,RS Oph,,STD,,,,
2459478.35417,9.2,,,Vis.,MED,B,9.6,,B,,,,Z,,,,Rs oph,AAVSO,STD,,,,
2459478.393,9.846,,,TG,PYG,,96,,AAVSO X26796PE,Y  COAST,0,,Z,9.60,,,RS OPH,BAA-VSS,STD,,,,
2459478.472789,9.861,,,V,CCT,,,,X26895HS,,0,,Z,12.1,,,RS OPH,REA,STD,,,,
2459478.487951,9.744,0.017,,V,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.772,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.488194,10.496,0.059,,B,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.773,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.488461,7.953,0.009,,R,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.774,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.488704,8.007,0.016,,I,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.776,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.488981,9.729,0.016,,V,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.777,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.489225,10.406,0.067,,B,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.779,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.489491,7.956,0.011,,R,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.780,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.489734,8.077,0.014,,I,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.782,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.49,9.747,0.015,,V,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.783,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.490243,10.330,0.062,,B,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.785,Z,,,,RS OPH,AAVSO,STD,,,,
2459478.511215,9.74,0.01,,V,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.935,Z,12.13,,,RS OPH,AAVSO,STD,,,,
2459478.511829,10.40,0.03,,B,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.940,Z,12.97,,,RS OPH,AAVSO,STD,,,,
2459478.512303,8.31,0.01,,R,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.946,Z,11.59,,,RS OPH,AAVSO,STD,,,,
2459478.512755,8.01,0.01,,I,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.950,Z,11.03,,,RS OPH,AAVSO,STD,,,,
2459478.513345,9.73,0.01,,V,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.954,Z,12.13,,,RS OPH,AAVSO,STD,,,,
2459478.513958,10.34,0.02,,B,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.960,Z,12.97,,,RS OPH,AAVSO,STD,,,,
2459478.51398,9.097,0.0142,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.567,Z,,11.411,,RS OPH,AAVSO,STD,,,,
2459478.514433,8.27,0.01,,R,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.965,Z,11.59,,,RS OPH,AAVSO,STD,,,,
2459478.51476,9.091,0.0142,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.569,Z,,11.421,,RS OPH,AAVSO,STD,,,,
2459478.514884,8.01,0.01,,I,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.970,Z,11.03,,,RS OPH,AAVSO,STD,,,,
2459478.515486,9.73,0.01,,V,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.974,Z,12.13,,,RS OPH,AAVSO,STD,,,,
2459478.51554,9.096,0.0142,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.572,Z,,11.400,,RS OPH,AAVSO,STD,,,,
2459478.516088,10.45,0.02,,B,RFDA,,121,,X27220SC,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE):,0,1.980,Z,12.97,,,RS OPH,AAVSO,STD,,,,
2459478.51632,9.062,0.0142,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.575,Z,,11.375,,RS OPH,AAVSO,STD,,,,
2459478.51710,9.072,0.0142,,TG,SNOB,,ENSEMBLE,000-BBZ-422,,ENSEMBLE OF GAIA EDR3 STARS V17. MAX(STDEV:2/SNR) USED FOR MERR.,0,1.578,Z,,11.417,,RS OPH,AAVSO,STD,,,,
2459478.60980,8.042,0.010,,I,RBCA,,121,115,X27021B,,0,1.465,Z,-6.731,-7.093,,RS OPH,AAVSO,STD,,,,
2459478.62079,10.419,0.007,,B,RBCA,,000-BBZ-346,000-BBZ-382,X27010U,|VMAGINS=-9.279|VERR=0.007|CREFMAG=9.761|CREFERR=0.058|KREFMAG=11.175|KREFERR=0.043|VX=1.6142|CX=1.6257|KX=1.6226|TB_BV=0.0120|TB_BVERR=0.0250|TAVER=2.51,1,1.525,Z,-9.937,-8.530,,RS OPH,AAVSO,STD,101,,,
2459478.62193,9.811,0.007,,V,RBCA,,000-BBZ-346,000-BBZ-382,X27010U,|VMAGINS=-9.902|VERR=0.007|CREFMAG=9.116|CREFERR=0.036|KREFMAG=10.498|KREFERR=0.026|VX=1.6239|CX=1.6357|KX=1.6324|TV_BV=-0.0330|TV_BVERR=0.0180|TAVER=2.51,1,1.531,Z,-10.596,-9.108,,RS OPH,AAVSO,STD,101,,,
2459478.632211,10.4247,0.0228,,B,WGR,,115,110,X26803MT,,0,1.488,Z,17.3182,15.6223,,RS OPH,AAVSO,STD,,,,
2459478.632419,10.3787,0.0221,,B,WGR,,115,110,X26803MT,,0,1.489,Z,17.3597,15.6113,,RS OPH,AAVSO,STD,,,,
2459478.632616,10.4510,0.0207,,B,WGR,,115,110,X26803MT,,0,1.490,Z,17.2891,15.6004,,RS OPH,AAVSO,STD,,,,
2459478.632813,10.4961,0.0212,,B,WGR,,115,110,X26803MT,,0,1.491,Z,17.2398,15.6148,,RS OPH,AAVSO,STD,,,,
2459478.633009,10.4474,0.0219,,B,WGR,,115,110,X26803MT,,0,1.491,Z,17.3041,15.6060,,RS OPH,AAVSO,STD,,,,
2459478.633194,10.4100,0.0229,,B,WGR,,115,110,X26803MT,,0,1.492,Z,17.3357,15.6106,,RS OPH,AAVSO,STD,,,,
2459478.633391,10.4025,0.0225,,B,WGR,,115,110,X26803MT,,0,1.493,Z,17.3334,15.5864,,RS OPH,AAVSO,STD,,,,
2459478.633831,9.7116,0.0101,,V,WGR,,115,110,X26803MT,,0,1.495,Z,15.8521,13.6197,,RS OPH,AAVSO,STD,,,,
2459478.633993,9.6802,0.0103,,V,WGR,,115,110,X26803MT,,0,1.495,Z,15.8596,13.6115,,RS OPH,AAVSO,STD,,,,
2459478.634155,9.7148,0.0103,,V,WGR,,115,110,X26803MT,,0,1.496,Z,15.8382,13.6093,,RS OPH,AAVSO,STD,,,,
2459478.634306,9.7235,0.0100,,V,WGR,,115,110,X26803MT,,0,1.496,Z,15.8262,13.6063,,RS OPH,AAVSO,STD,,,,
2459478.634456,9.7128,0.0100,,V,WGR,,115,110,X26803MT,,0,1.497,Z,15.8387,13.6300,,RS OPH,AAVSO,STD,,,,
2459478.634606,9.7241,0.0103,,V,WGR,,115,110,X26803MT,,0,1.498,Z,15.8370,13.6201,,RS OPH,AAVSO,STD,,,,
2459478.634757,9.7450,0.0102,,V,WGR,,115,110,X26803MT,,0,1.498,Z,15.8273,13.6133,,RS OPH,AAVSO,STD,,,,
2459478.634919,9.7077,0.0103,,V,WGR,,115,110,X26803MT,,0,1.499,Z,15.8532,13.6191,,RS OPH,AAVSO,STD,,,,
2459478.635069,9.7273,0.0099,,V,WGR,,115,110,X26803MT,,0,1.500,Z,15.8386,13.6139,,RS OPH,AAVSO,STD,,,,
2459478.635231,9.7087,0.0099,,V,WGR,,115,110,X26803MT,,0,1.500,Z,15.8200,13.6020,,RS OPH,AAVSO,STD,,,,
2459478.635382,9.7524,0.0098,,V,WGR,,115,110,X26803MT,,0,1.501,Z,15.8000,13.6155,,RS OPH,AAVSO,STD,,,,
2459478.635532,9.7347,0.0101,,V,WGR,,115,110,X26803MT,,0,1.502,Z,15.8223,13.6078,,RS OPH,AAVSO,STD,,,,
2459478.635683,9.7411,0.0097,,V,WGR,,115,110,X26803MT,,0,1.502,Z,15.8025,13.6072,,RS OPH,AAVSO,STD,,,,
2459478.635845,9.6996,0.0105,,V,WGR,,115,110,X26803MT,,0,1.503,Z,15.8534,13.6147,,RS OPH,AAVSO,STD,,,,
2459478.635995,9.7482,0.0103,,V,WGR,,115,110,X26803MT,,0,1.503,Z,15.8007,13.6130,,RS OPH,AAVSO,STD,,,,
2459478.636134,9.7548,0.0097,,V,WGR,,115,110,X26803MT,,0,1.504,Z,15.7982,13.6216,,RS OPH,AAVSO,STD,,,,
2459478.636285,9.7532,0.0102,,V,WGR,,115,110,X26803MT,,0,1.505,Z,15.8109,13.6231,,RS OPH,AAVSO,STD,,,,
2459478.636447,9.7651,0.0103,,V,WGR,,115,110,X26803MT,,0,1.505,Z,15.8040,13.6138,,RS OPH,AAVSO,STD,,,,
2459478.636586,9.7296,0.0104,,V,WGR,,115,110,X26803MT,,0,1.506,Z,15.8296,13.5971,,RS OPH,AAVSO,STD,,,,
2459478.636748,9.7283,0.0105,,V,WGR,,115,110,X26803MT,,0,1.507,Z,15.8292,13.5969,,RS OPH,AAVSO,STD,,,,
2459479.28651,9.755,0.007,,V,DUBF,,000-BBZ-479,000-BBZ-492,X26797C,,0,,Z,14.520,14.737,,RS OPH,VVS,STD,,,,
2459479.286719,9.773,0.006,,V,DUBF,,000-BBZ-479,000-BBZ-492,X26797C,,0,,Z,14.510,14.755,,RS OPH,VVS,STD,,,,
2459479.35417,8.9,,,Vis.,MED,BL,9.6,,B,,,,Z,,,,Rs oph,AAVSO,STD,,,,
2459479.396,9.846,,,TG,PYG,,96,,AAVSO X26796PE,Y  SLOOH,0,,Z,9.60,,,RS OPH,BAA-VSS,STD,,,,
2459479.48647,9.802,0.020,,V,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.779,Z,,,,RS OPH,AAVSO,STD,,,,
2459479.486713,10.467,0.057,,B,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.780,Z,,,,RS OPH,AAVSO,STD,,,,
2459479.486979,8.023,0.009,,R,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.782,Z,,,,RS OPH,AAVSO,STD,,,,
2459479.487222,8.078,0.014,,I,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.783,Z,,,,RS OPH,AAVSO,STD,,,,
2459479.487488,9.770,0.017,,V,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.785,Z,,,,RS OPH,AAVSO,STD,,,,
2459479.487731,10.496,0.043,,B,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.786,Z,,,,RS OPH,AAVSO,STD,,,,
2459479.488009,7.992,0.012,,R,RFDA,,ENSEMBLE,,X27220QI,REMOTELY FROM ABBEY RIDGE OBSERVATORY (CELESTRON C14 TELESCOPE).,0,1.788,Z,,,,RS OPH,AAVSO,STD,,,,
