JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2459789.4269,10.783,0.04,,V,MLF,,UCAC4_417-071413,,,NR,0,,Z,9.3,,,RS OPH,,STD,,,,
2459789.4272,10.786,0.04,,V,MLF,,UCAC4_417-071413,,,NR,0,,Z,9.3,,,RS OPH,,STD,,,,
2459789.4276,10.787,0.04,,V,MLF,,UCAC4_417-071413,,,NR,0,,Z,9.3,,,RS OPH,,STD,,,,
2459789.4279,10.785,0.04,,V,MLF,,UCAC4_417-071413,,,NR,0,,Z,9.3,,,RS OPH,,STD,,,,
2459789.4283,10.781,0.04,,V,MLF,,UCAC4_417-071413,,,NR,0,,Z,9.3,,,RS OPH,,STD,,,,
2459789.4287,10.798,0.04,,V,MLF,,UCAC4_417-071413,,,NR,0,,Z,9.3,,,RS OPH,,STD,,,,
2459789.5,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459789.62442,11.958,0.014,,B,RBCA,,121,105,X27345EL,|CMAGINS=-6.579|CREFMAG=12.967|KMAGINS=-8.440|KREFMAG=11.175|OBSERVAT=BSM_NM|TAVER=2.52|TB_BV=0.0120|TB_BVERR=0.0250|VERR=0.012|VMAGINS=-7.591|VX=1.3100,1,1.403,Z,-6.579,-8.440,,RS OPH,AAVSO,STD,101,,,
2459789.62718,10.862,0.009,,V,RBCA,,121,105,X27345EL,|CMAGINS=-7.391|CREFMAG=12.126|KMAGINS=-9.083|KREFMAG=10.498|OBSERVAT=BSM_NM|TAVER=2.52|TV_BV=-0.0330|TV_BVERR=0.0180|VERR=0.008|VMAGINS=-8.647|VX=1.3037,1,1.394,Z,-7.391,-9.083,,RS OPH,AAVSO,STD,101,,,
2459789.62916,8.967,0.016,,I,RBCA,,121,105,X27345EL,|CMAGINS=-6.578|CREFMAG=11.029|KMAGINS=-7.975|KREFMAG=9.617|OBSERVAT=BSM_NM|TAVER=2.52|TI_VI=-0.0460|TI_VIERR=0.0160|VERR=0.010|VMAGINS=-8.603|VX=1.2995,1,1.387,Z,-6.578,-7.975,,RS OPH,AAVSO,STD,101,,,
2459789.6951,10.9,,,Vis.,CNT,,109,,x26805bl,,,,Z,,,,rs oph,AAVSO,STD,,,,
2459790.3951,11.1,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459790.5,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459791.4313,11.2,,,Vis.,FERA,,10.9,11.5,X24880AWQ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459791.5,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459792.4,10.2,,,Vis.,PDQ,,NA,,NA,,,,Z,,,,RS OPH,AFOEV,STD,,,,
2459792.448,10.5,,,Vis.,TOO,,,,24.02,SCT200,,,Z,,,,RS OPH,BAA-VSS,STD,,,,BAAVSS
2459792.5,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459792.5958,11.0,,,Vis.,MOW,,109,115,X23039XB,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459793.4041,11.0,,,Vis.,MJZ,,10.5,11.5,X24637AUE,,,,Z,,,,Rs Oph,AFOEV,STD,,,,
2459793.43,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459793.6097,11.026,0.006,,V,SHS,,ensemble,000-BBZ-479,13622CWC,,1,1.708,Z,,9.619,,1744-06,AAVSO,STD,,,,
2459794.3813,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459794.43,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459794.431,11.0,,,Vis.,PYG,U,109-1,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459795.42,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459795.431,10.9,,,Vis.,PYG,U,V=109,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459795.4465,11.1,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459795.4569,11.3,,,Vis.,LMMB,,115,,X28045FV,,,,Z,,,,RS OPH,SAAF,STD,,,,
2459795.671354,11.110,0.001,,V,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.283,Z,,,,RS OPH,AAVSO,STD,,,,
2459795.672315,12.306,0.004,,B,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.296,Z,,,,RS OPH,AAVSO,STD,,,,
2459795.673137,10.193,0.001,,R,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.312,Z,,,,RS OPH,AAVSO,STD,,,,
2459795.673935,9.201,0.002,,I,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.325,Z,,,,RS OPH,AAVSO,STD,,,,
2459796.3861,11.0,,,Vis.,MJZ,,10.5,11.5,X24637AUE,,,,Z,,,,Rs Oph,AFOEV,STD,,,,
2459796.4118,10.73,,,Vis.,DPV,,10.51,10.84,OSE0603,,,,Z,,,,RS OPH,VSNET,STD,,,,
2459796.43,10.9,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459796.450,11.0,,,Vis.,PYG,,109-1,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459797.3847,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459797.385,11.3,,,Vis.,BFO,,109,115,X24776OXE,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459797.414,11.1,,,Vis.,PYG,U,109-2,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459797.42,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459797.5875,11.2,,,Vis.,MOW,,109,115,X23039XB,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459797.689294,11.077,0.003,,V,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.756,Z,,,,RS OPH,AAVSO,STD,,,,
2459797.690255,12.243,0.007,,B,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.779,Z,,,,RS OPH,AAVSO,STD,,,,
2459797.691076,10.184,0.002,,R,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.805,Z,,,,RS OPH,AAVSO,STD,,,,
2459797.691875,9.181,0.002,,I,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.828,Z,,,,RS OPH,AAVSO,STD,,,,
2459798.41,11.0,,,Vis.,PYG,U,109-1,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459798.43,10.9,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459798.62133,12.153,0.019,,B,RBCA,,121,105,X27345EL,|CMAGINS=-6.525|CREFMAG=12.967|KMAGINS=-8.368|KREFMAG=11.175|OBSERVAT=BSM_NM|TAVER=2.52|TB_BV=0.0120|TB_BVERR=0.0250|VERR=0.017|VMAGINS=-7.343|VX=1.2733,1,1.338,Z,-6.525,-8.368,,RS OPH,AAVSO,STD,101,,,
2459798.62411,10.989,0.013,,V,RBCA,,121,105,X27345EL,|CMAGINS=-7.372|CREFMAG=12.126|KMAGINS=-9.037|KREFMAG=10.498|OBSERVAT=BSM_NM|TAVER=2.52|TV_BV=-0.0330|TV_BVERR=0.0180|VERR=0.012|VMAGINS=-8.498|VX=1.2705,1,1.333,Z,-7.372,-9.037,,RS OPH,AAVSO,STD,101,,,
2459798.62610,9.094,0.020,,I,RBCA,,121,105,X27345EL,|CMAGINS=-6.566|CREFMAG=11.029|KMAGINS=-7.944|KREFMAG=9.617|OBSERVAT=BSM_NM|TAVER=2.52|TI_VI=-0.0460|TI_VIERR=0.0160|VERR=0.015|VMAGINS=-8.464|VX=1.2687,1,1.329,Z,-6.566,-7.944,,RS OPH,AAVSO,STD,101,,,
2459799.36,11.3,,,Vis.,NDQ,,NA,,NA,,,,Z,,,,RS OPH,AFOEV,STD,,,,
2459799.3806,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459799.404,10.9,,,Vis.,PYG,U,V=109,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459799.43,10.9,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459799.46597,11.0,0.1,,U,GKI,B,,,X23198BLY,,0,,Z,10.9,,,RS OPH,,STD,,,,
2459799.59028,10.7,,,Vis.,CKB,,105,109,X27564EM,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459799.62641,11.868,0.022,,B,RBCA,,121,105,X27345EL,|CMAGINS=-6.634|CREFMAG=12.967|KMAGINS=-8.476|KREFMAG=11.175|OBSERVAT=BSM_NM|TAVER=2.52|TB_BV=0.0120|TB_BVERR=0.0250|VERR=0.022|VMAGINS=-7.735|VX=1.2665,1,1.323,Z,-6.634,-8.476,,RS OPH,AAVSO,STD,101,,,
2459799.62801,10.841,0.011,,V,RBCA,,121,105,X27345EL,|CMAGINS=-7.409|CREFMAG=12.126|KMAGINS=-9.088|KREFMAG=10.498|OBSERVAT=BSM_NM|TAVER=2.52|TV_BV=-0.0330|TV_BVERR=0.0180|VERR=0.010|VMAGINS=-8.688|VX=1.2655,1,1.321,Z,-7.409,-9.088,,RS OPH,AAVSO,STD,101,,,
2459799.63002,8.988,0.019,,I,RBCA,,121,105,X27345EL,|CMAGINS=-6.604|CREFMAG=11.029|KMAGINS=-7.992|KREFMAG=9.617|OBSERVAT=BSM_NM|TAVER=2.52|TI_VI=-0.0460|TI_VIERR=0.0160|VERR=0.014|VMAGINS=-8.610|VX=1.2645,1,1.317,Z,-6.604,-7.992,,RS OPH,AAVSO,STD,101,,,
2459800.36,11.1,,,Vis.,NDQ,,NA,,NA,,,,Z,,,,RS OPH,AFOEV,STD,,,,
2459800.3882,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459800.404,11.0,,,Vis.,PYG,U,109-1,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459800.43,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459801.3813,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459801.408,11.0,,,Vis.,PYG,U,109-1,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459801.42986,11.0,0.1,,U,GKI,B,,,X23198BLY,,0,,Z,10.9,,,RS Oph,,STD,,,,
2459801.43,10.9,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459801.62367,11.971,0.016,,B,RBCA,,121,105,X27345EL,|CMAGINS=-6.571|CREFMAG=12.967|KMAGINS=-8.440|KREFMAG=11.175|OBSERVAT=BSM_NM|TAVER=2.52|TB_BV=0.0120|TB_BVERR=0.0250|VERR=0.015|VMAGINS=-7.569|VX=1.2649,1,1.318,Z,-6.571,-8.440,,RS OPH,AAVSO,STD,101,,,
2459801.62644,10.941,0.012,,V,RBCA,,121,105,X27345EL,|CMAGINS=-7.400|CREFMAG=12.126|KMAGINS=-9.090|KREFMAG=10.498|OBSERVAT=BSM_NM|TAVER=2.52|TV_BV=-0.0330|TV_BVERR=0.0180|VERR=0.012|VMAGINS=-8.579|VX=1.2637,1,1.314,Z,-7.400,-9.090,,RS OPH,AAVSO,STD,101,,,
2459801.62843,9.172,0.018,,I,RBCA,,121,105,X27345EL,|CMAGINS=-6.628|CREFMAG=11.029|KMAGINS=-7.970|KREFMAG=9.617|OBSERVAT=BSM_NM|TAVER=2.52|TI_VI=-0.0460|TI_VIERR=0.0160|VERR=0.014|VMAGINS=-8.454|VX=1.2631,1,1.312,Z,-6.628,-7.970,,RS OPH,AAVSO,STD,101,,,
2459801.64954,11.1,,,Vis.,ZUD,BW,109,115,X16460AYM,,,,Z,,,,RS Oph,AAVSO,STD,,,,
2459802.3771,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459802.402,10.9,,,Vis.,PYG,U,V=109,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459802.42,10.9,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459802.6761,11.0,,,Vis.,ZUD,BW,109,115,X16460AYM,,,,Z,,,,RS Oph,AAVSO,STD,,,,
2459803.3778,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459803.394,11.0,,,Vis.,PYG,U,109-1,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459803.40,11.0,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459804.36,11.3,,,Vis.,NDQ,,NA,,NA,,,,Z,,,,RS OPH,AFOEV,STD,,,,
2459804.3986,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459804.40,10.9,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459804.429,11.0,,,Vis.,PYG,U,109-1,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459804.53056,11.0,,,Vis.,PWMA,,115,110,X28147CO,,,,Z,,,,rs oph,AAVSO,STD,,,,
2459804.60417,11.3,,,Vis.,WLY,,110,115,1231CPS,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459805.3743,11.1,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459805.5708,11.3,,,Vis.,MOW,,109,115,X23039XB,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459806.3826,11.0,,,Vis.,MJZ,,10.5,11.5,X24637AUE,,,,Z,,,,Rs Oph,AFOEV,STD,,,,
2459806.59375,11.3,,,Vis.,WLY,,110,115,1231CPS,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459806.62566,11.028,0.003,,V,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.073,Z,,,,RS OPH,AAVSO,STD,,,,
2459808.40972,<9.6,,,Vis.,PJJ,,96,,X26833BAF,,,,Z,,,,RS Oph,,STD,,,,
2459808.42778,11.1,,,Vis.,OJR,,113,,AAVSO,,,,Z,,,,RS OPH,,STD,,,,
2459809.357,11.3,,,Vis.,BFO,,109,115,X24776OXE,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459809.41,11.1,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459809.60094,11.3,,,Vis.,ZUD,W,109,115,X16460AYM,,,,Z,,,,RS Oph,AAVSO,STD,,,,
2459810.3749,11.0,,,Vis.,MJZ,,10.5,11.5,X24637AUE,,,,Z,,,,Rs Oph,AFOEV,STD,,,,
2459810.37778,11.3,,,Vis.,OJR,,115,,AAVSO,,,,Z,,,,RS OPH,,STD,,,,
2459810.43,11.1,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459811.3701,10.9,,,Vis.,TMAA,,9.8,11.5,X20438OW,,,,Z,,,,RS Oph,AAVSO,STD,,,,
2459811.37012,11.007,0.020,,V,TJV,,ENSEMBLE,130,X27068HI,|KMAG=13.008|KMAGINS=-5.870|KREFMAG=13.011|TV_BV=-0.017|VMAGINS=-7.868,1,1.583,Z,,13.008,,RS OPH,AAVSO,STD,,,,
2459811.37370,12.062,0.047,,B,TJV,,ENSEMBLE,130,X27068HI,|KMAG=13.891|KMAGINS=-3.877|KREFMAG=13.924|TBV=1.012|VMAGINS=-5.704,1,1.591,Z,,13.891,,RS OPH,AAVSO,STD,,,,
2459811.37733,9.263,0.088,,I,TJV,,ENSEMBLE,130,X27068HI,|KMAG=11.874|KMAGINS=-5.441|KREFMAG=11.844|VMAGINS=-8.052,0,1.599,Z,,11.874,,RS OPH,AAVSO,STD,,,,
2459811.390,10.9,,,Vis.,PYG,U,V=109,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459811.42,11.1,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459811.4250,11.1,,,Vis.,FERA,,10.9,11.5,X24880AWQ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459811.58542,11.955,0.1,,B,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,12.242,12.967,,RS Oph,AAVSO,STD,,,,
2459811.58542,10.947,0.1,,V,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.517,12.126,,RS Oph,AAVSO,STD,,,,
2459811.58542,10.131,0.1,,R,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.078,11.59,,RS Oph,AAVSO,STD,,,,
2459811.58542,9.37,0.2,,I,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,10.66,11.029,,RS Oph,AAVSO,STD,,,,
2459811.595498,10.915,0.001,,V,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.910,Z,,,,RS OPH,AAVSO,STD,,,,
2459811.596458,11.910,0.003,,B,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.918,Z,,,,RS OPH,AAVSO,STD,,,,
2459811.59728,10.116,0.001,,R,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.926,Z,,,,RS OPH,AAVSO,STD,,,,
2459811.598079,9.215,0.002,,I,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.933,Z,,,,RS OPH,AAVSO,STD,,,,
2459812.3639,11.1,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459812.3673,10.9,,,Vis.,TMAA,,9.8,11.5,X20438OW,,,,Z,,,,RS Oph,AAVSO,STD,,,,
2459812.39583,11.1,0.1,,U,GKI,,,,X23198BLY,,0,,Z,10.9,,,RS OPH,,STD,,,,
2459812.408,11.0,,,Vis.,PYG,,109-1,,AAVSO X25410AKQ,,,,Z,,,,RS OPH,BAA-VSS,STD,,,,
2459812.42,11.1,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459812.4375,11.3,,,Vis.,OJR,,115,,AAVSO,,,,Z,,,,RS OPH,,STD,,,,
2459812.458,11.1,,,Vis.,AAX,,109,114,X16460AY,,,,Z,,,,RS OPH,NEOA-JBS,STD,,,,
2459812.6,12.147,0.1,,B,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,12.242,12.967,,RS Oph,AAVSO,STD,,,,
2459812.6,11.098,0.1,,V,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.517,12.126,,RS Oph,AAVSO,STD,,,,
2459812.6,10.219,0.1,,R,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.078,11.59,,RS Oph,AAVSO,STD,,,,
2459812.6,9.378,0.2,,I,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,10.66,11.029,,RS Oph,AAVSO,STD,,,,
2459812.63194,11.2,,,Vis.,WLY,,110,115,1231CPS,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459812.647361,10.929,0.002,,V,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.731,Z,,,,RS OPH,AAVSO,STD,,,,
2459812.64831,11.926,0.005,,B,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.754,Z,,,,RS OPH,AAVSO,STD,,,,
2459812.649132,10.165,0.001,,R,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.779,Z,,,,RS OPH,AAVSO,STD,,,,
2459812.649931,9.230,0.002,,I,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.801,Z,,,,RS OPH,AAVSO,STD,,,,
2459813.42,11.1,,,Vis.,GZN,,110,115,5296AQSZ,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459813.575139,10.936,0.003,,V,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.802,Z,,,,RS OPH,AAVSO,STD,,,,
2459813.5761,12.001,0.006,,B,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.808,Z,,,,RS OPH,AAVSO,STD,,,,
2459813.576921,10.092,0.002,,R,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.814,Z,,,,RS OPH,AAVSO,STD,,,,
2459813.57772,9.210,0.002,,I,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,1.819,Z,,,,RS OPH,AAVSO,STD,,,,
2459813.58056,12.027,0.1,,B,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,12.242,12.967,,RS Oph,AAVSO,STD,,,,
2459813.58056,10.982,0.1,,V,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.517,12.126,,RS Oph,AAVSO,STD,,,,
2459813.58056,10.069,0.2,,R,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.078,11.59,,RS Oph,AAVSO,STD,,,,
2459813.58056,9.406,0.2,,I,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,10.66,11.029,,RS Oph,AAVSO,STD,,,,
2459815.3604,11.1,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459815.5917,11.2,,,Vis.,MOW,,109,115,X23039XB,,,,Z,,,,RS OPH,AAVSO,STD,,,,
2459815.59831,10.8,,,Vis.,ZUD,W,109,105,X16460AYM,,,,Z,,,,RS Oph,AAVSO,STD,,,,
2459816.3632,11.0,,,Vis.,MUY,,109,115,X25294KJ,,,,Z,,,,RS OPH,VVS,STD,,,,
2459816.57917,11.2,,,Vis.,SLH,,109,115,x23048iu,,,,Z,,,,rs oph,AAVSO,STD,,,,
2459816.95650,12.059,0.013,,B,RBCA,,121,105,X27345EL,|CMAGINS=-6.566|CREFMAG=12.967|KMAGINS=-8.409|KREFMAG=11.175|OBSERVAT=BSM_BERRY|TAVER=2.52|TB_BV=-0.0530|TB_BVERR=0.0110|VERR=0.013|VMAGINS=-7.457|VX=1.1340,1,1.134,Z,-6.566,-8.409,,RS OPH,AAVSO,STD,101,,,
2459816.95825,10.903,0.011,,V,RBCA,,121,105,X27345EL,|CMAGINS=-7.353|CREFMAG=12.126|KMAGINS=-9.012|KREFMAG=10.498|OBSERVAT=BSM_BERRY|TAVER=2.52|TV_BV=-0.0330|TV_BVERR=0.0100|VERR=0.011|VMAGINS=-8.566|VX=1.1312,1,1.132,Z,-7.353,-9.012,,RS OPH,AAVSO,STD,101,,,
2459816.95955,9.122,0.016,,I,RBCA,,121,105,X27345EL,|CMAGINS=-6.538|CREFMAG=11.029|KMAGINS=-7.915|KREFMAG=9.617|OBSERVAT=BSM_BERRY|TAVER=2.52|TI_VI=-0.0030|TI_VIERR=0.0100|VERR=0.014|VMAGINS=-8.443|VX=1.1292,1,1.130,Z,-6.538,-7.915,,RS OPH,AAVSO,STD,101,,,
2459817.440232,10.7415,0.0017,,V,LLP,,,,AAVSO X26793LL,0.4m Dilworth Relay,,,Z,,,,RS OPH,BAA-VSS,STD,,,,BAAVSS
2459817.58333,11.669,0.1,,B,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,12.242,12.967,,RS Oph,AAVSO,STD,,,,
2459817.58333,10.682,0.1,,V,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.517,12.126,,RS Oph,AAVSO,STD,,,,
2459817.58333,9.808,0.2,,R,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,11.078,11.59,,RS Oph,AAVSO,STD,,,,
2459817.58333,9.106,0.2,,I,BVS,,115,121,X26909LK,"""Remotely taken image through Abbey Ridge Observatory, Halifax (Canada)""",0,,Z,10.66,11.029,,RS Oph,AAVSO,STD,,,,
2459817.5895,10.708,0.027,,V,SHS,,ensemble,000-BBZ-479,13622CWC,,1,2.017,Z,,9.586,,1744-06,AAVSO,STD,,,,
2459817.605359,10.747,0.001,,V,RFDA,,ENSEMBLE,,X28540FN,REMOTELY FROM BURKE-GAFFNEY OBSERVATORY (PLANEWAVE CDK24 TELESCOPE).,0,2.195,Z,,,,RS OPH,AAVSO,STD,,,,
